			"Dynamique de la fusée (repère sol)"												"Forces"													"Sous-échantillon 1Hz"				"Accélération longitudinale"	
"pas"	"t"		"acc_x"	"acc_z"	"acc_xz"	"vit_x"	"vit_z"	"vit_xz"	"pos_x"	"pos_z"	"pos_xz"	"Beta"	"BetaD"		"i_P"	"Poussée"	"Débit"	"m"	"Poids"	"R_rampe"	"Rho"	"Trainée"		"Événements"				"Temps"	"x"	"z"		"gravitationnelle"	"non-gravit."
"s"	"s"		"m/s²"	"m/s²"	"m/s²"	"m/s"	"m/s"	"m/s"	"m"	"m"	"m"	"rad"	"°"		"-"	"N"	"kg/s"	"kg"	"N"	"N"	"kg/m3"	"N"						"s"	"m"	"m"		"m/s²"	"m/s²"
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,28	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,29	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,30	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,31	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,41	94,82	444,54	-8,32	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,33	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,34	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,34	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,35	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,36	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,37	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,38	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,39	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,40	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,41	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,42	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,43	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,44	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,45	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,46	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,47	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,48	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,49	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,50	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,22		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,51	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,51	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,52	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,53	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,54	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,55	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,56	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,82	444,54	-8,57	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,58	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,59	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,60	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,61	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,62	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,63	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,64	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,65	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,66	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,67	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,68	444,62	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,68	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,69	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,42	94,83	444,54	-8,70	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,43	94,83	444,54	-8,71	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,43	94,83	444,54	-8,72	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,74	-94,43	94,83	444,54	-8,73	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,74	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,75	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,39	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,76	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,77	444,63	-1,48	-84,71		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,78	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,79	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,80	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,81	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,82	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,83	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,84	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,85	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,85	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,86	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,87	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,88	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,89	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,90	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,91	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,92	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,93	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,94	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,95	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,96	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,83	444,54	-8,97	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-8,98	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-8,99	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,00	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,01	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,01	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,02	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,03	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,04	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,05	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,06	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,07	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,43	94,84	444,54	-9,08	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,09	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,10	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,11	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,38
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,12	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,13	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,14	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,15	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,16	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,17	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,18	444,63	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,18	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,19	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,20	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,21	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,22	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,23	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,24	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,25	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,26	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,27	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,28	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,29	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
0,00	26,23		-0,68	-2,46	2,55	8,73	-94,44	94,84	444,54	-9,30	444,64	-1,48	-84,72		23	0,00	0,00	0,75	7,36	0,00	1,23	5,54		""	""	""		"#N/A"	"#N/A"	"#N/A"		2,38	-7,39
